Color,Shape,Size,Pitch,Instrument,Tempo,Texture,Material,Consistency,FinalLevel,ObjectNumber,ObjectName,Points,Deadline,InterruptLevel
Yellow,Square,Large,A,A,B,C,C,D,2,1,suqo,100,100,2
Yellow,Octagon,Short,B,A,A,D,C,C,1,2,camu,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,3,qazo,100,100,0
Yellow,Octagon,Short,B,B,B,D,D,D,1,4,sabe,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,5,siju,100,100,2
Purple,Square,Short,B,A,A,D,C,C,2,6,wuju,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,7,joka,100,100,0
Purple,Square,Short,B,B,B,D,D,D,2,8,cumi,100,100,1
Yellow,Octagon,Short,A,A,B,C,C,D,1,9,moxe,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,10,caxe,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,11,tocu,100,100,0
Yellow,Square,Large,B,B,B,D,D,D,2,12,hanu,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,13,ruka,100,100,3
Purple,Octagon,Large,B,A,A,D,C,C,3,14,pepa,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,15,yaxo,100,100,0
Purple,Octagon,Large,B,B,B,D,D,D,3,16,hixi,100,100,0
Yellow,Square,Large,A,A,B,C,C,D,2,17,fohu,100,100,2
Yellow,Octagon,Short,B,A,A,D,C,C,1,18,vosa,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,19,cami,100,100,2
Yellow,Square,Large,A,B,A,C,D,C,2,20,xuma,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,21,maxe,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,22,gili,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,23,qozo,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,24,noko,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,25,sasa,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,26,qabi,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,27,wahe,100,100,1
Purple,Square,Short,A,B,A,C,D,C,2,28,kazo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,29,kafo,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,30,titu,100,100,2
Purple,Square,Short,A,B,A,C,D,C,2,31,vayi,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,32,jeju,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,33,teka,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,34,wose,100,100,2
Purple,Square,Short,A,B,A,C,D,C,2,35,xeye,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,36,gufi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,37,yisi,100,100,1
Yellow,Square,Large,A,B,A,C,D,C,2,38,kaqa,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,39,luja,100,100,2
Yellow,Square,Large,A,B,A,C,D,C,2,40,cebe,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,41,jaru,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,42,qafa,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,43,wozi,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,44,zoqu,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,45,wuli,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,46,zuzi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,47,potu,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,48,reqi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,49,yigu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,50,wupo,100,100,0
Yellow,Square,Large,A,A,B,C,C,D,2,51,rema,100,100,2
Yellow,Octagon,Short,B,A,A,D,C,C,1,52,cecu,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,53,yori,100,100,0
Yellow,Octagon,Short,B,B,B,D,D,D,1,54,nidi,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,55,jape,100,100,2
Purple,Square,Short,B,A,A,D,C,C,2,56,daso,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,57,rigu,100,100,0
Purple,Square,Short,B,B,B,D,D,D,2,58,litu,100,100,1
Yellow,Octagon,Short,A,A,B,C,C,D,1,59,bawa,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,60,luta,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,61,sipa,100,100,0
Yellow,Square,Large,B,B,B,D,D,D,2,62,hube,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,63,cibu,100,100,3
Purple,Octagon,Large,B,A,A,D,C,C,3,64,viye,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,65,vabe,100,100,0
Purple,Octagon,Large,B,B,B,D,D,D,3,66,fumo,100,100,0
Yellow,Square,Large,A,A,B,C,C,D,2,67,jevi,100,100,2
Yellow,Octagon,Short,B,A,A,D,C,C,1,68,kugu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,69,retu,100,100,2
Yellow,Square,Large,A,B,A,C,D,C,2,70,qoto,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,71,paso,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,72,sofo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,73,lome,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,74,zupa,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,75,puru,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,76,tazi,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,77,vehi,100,100,1
Purple,Square,Short,A,B,A,C,D,C,2,78,zuke,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,79,loxi,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,80,cabu,100,100,2
Purple,Square,Short,A,B,A,C,D,C,2,81,voze,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,82,raco,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,83,zire,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,84,jide,100,100,2
Purple,Square,Short,A,B,A,C,D,C,2,85,quba,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,86,pele,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,87,nibe,100,100,1
Yellow,Square,Large,A,B,A,C,D,C,2,88,zife,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,89,mucu,100,100,2
Yellow,Square,Large,A,B,A,C,D,C,2,90,foni,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,91,wama,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,92,mefa,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,93,vape,100,100,3
