Color,Shape,Size,Pitch,Instrument,Tempo,Texture,Material,Consistency,FinalLevel,ObjectNumber,ObjectName,Points,Deadline,InterruptLevel
Purple,Octagon,Large,A,A,B,C,C,D,3,1,vahi,100,100,3
Yellow,Octagon,Short,B,A,A,D,C,C,1,2,fape,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,3,cuju,100,100,0
Purple,Octagon,Large,B,B,B,D,D,D,3,4,mive,100,100,2
Purple,Octagon,Large,A,A,B,C,C,D,3,5,xutu,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,6,xipe,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,7,liqi,100,100,2
Yellow,Octagon,Short,B,B,B,D,D,D,1,8,kale,100,100,0
Purple,Square,Short,A,A,B,C,C,D,2,9,nivi,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,10,seqi,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,11,raqi,100,100,3
Purple,Octagon,Large,B,B,B,D,D,D,3,12,tubo,100,100,0
Yellow,Octagon,Short,A,A,B,C,C,D,1,13,sanu,100,100,0
Purple,Square,Short,B,A,A,D,C,C,2,14,kabu,100,100,1
Purple,Square,Short,A,B,A,C,D,C,2,15,waye,100,100,0
Yellow,Octagon,Short,B,B,B,D,D,D,1,16,higa,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,17,vudu,100,100,0
Yellow,Octagon,Short,B,A,A,D,C,C,1,18,yito,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,19,vagi,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,20,qina,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,21,savu,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,22,zufi,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,23,tiyo,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,24,caru,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,25,raro,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,26,sisi,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,27,dofi,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,28,yaxa,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,29,zufo,100,100,3
Purple,Octagon,Large,A,B,A,C,D,C,3,30,mone,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,31,geju,100,100,1
Yellow,Square,Large,A,B,A,C,D,C,2,32,xoyi,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,33,tiho,100,100,2
Yellow,Square,Large,A,B,A,C,D,C,2,34,luho,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,35,fuxi,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,36,zuqo,100,100,1
Purple,Square,Short,A,B,A,C,D,C,2,37,cicu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,38,ladi,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,39,jezo,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,40,jeva,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,41,rone,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,42,fisu,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,43,xoje,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,44,yivi,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,45,pezo,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,46,zofo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,47,xafa,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,48,yebo,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,49,tugo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,50,veya,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,51,duxe,100,100,3
Yellow,Octagon,Short,B,A,A,D,C,C,1,52,desu,100,100,0
