Color,Shape,Size,Pitch,Instrument,Tempo,Texture,Material,Consistency,FinalLevel,ObjectNumber,ObjectName,Points,Deadline,InterruptLevel
Yellow,Square,Large,A,A,B,C,C,D,2,1,xosi,100,100,0
Purple,Square,Short,B,A,A,D,C,C,2,2,hadi,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,3,piyi,100,100,3
Yellow,Octagon,Short,B,B,B,D,D,D,1,4,wobi,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,5,yayi,100,100,0
Purple,Square,Short,B,A,A,D,C,C,2,6,yoju,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,7,movu,100,100,0
Yellow,Octagon,Short,B,B,B,D,D,D,1,8,hiba,100,100,1
Yellow,Square,Large,A,A,B,C,C,D,2,9,labi,100,100,0
Yellow,Octagon,Short,B,A,A,D,C,C,1,10,beda,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,11,bige,100,100,2
Purple,Octagon,Large,B,B,B,D,D,D,3,12,gudo,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,13,yuza,100,100,0
Purple,Square,Short,B,A,A,D,C,C,2,14,mizi,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,15,weya,100,100,0
Purple,Octagon,Large,B,B,B,D,D,D,3,16,rara,100,100,3
Purple,Octagon,Large,A,A,B,C,C,D,3,17,juna,100,100,0
Yellow,Square,Large,B,A,A,D,C,C,2,18,poxi,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,19,kuxu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,20,jero,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,21,goni,100,100,1
Yellow,Octagon,Short,A,B,A,C,D,C,1,22,yixo,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,23,poxo,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,24,koxi,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,25,siqu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,26,romo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,27,jaki,100,100,3
