Color,Shape,Size,Pitch,Instrument,Tempo,Texture,Material,Consistency,FinalLevel,ObjectNumber,ObjectName,Points,Deadline,InterruptLevel
Purple,Square,Short,A,A,B,C,C,D,2,1,nohi,100,100,0
Yellow,Octagon,Short,B,A,A,D,C,C,1,2,japu,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,3,gipa,100,100,2
Yellow,Octagon,Short,B,B,B,D,D,D,1,4,caqu,100,100,0
Yellow,Square,Large,A,A,B,C,C,D,2,5,tete,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,6,bafi,100,100,3
Purple,Octagon,Large,A,B,A,C,D,C,3,7,juci,100,100,1
Yellow,Square,Large,B,B,B,D,D,D,2,8,zaco,100,100,0
Yellow,Octagon,Short,A,A,B,C,C,D,1,9,pino,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,10,soti,100,100,3
Purple,Square,Short,A,B,A,C,D,C,2,11,meza,100,100,2
Yellow,Square,Large,B,B,B,D,D,D,2,12,vowu,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,13,hupe,100,100,2
Yellow,Octagon,Short,B,A,A,D,C,C,1,14,wolo,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,15,qihe,100,100,0
Purple,Octagon,Large,B,B,B,D,D,D,3,16,yeco,100,100,2
Purple,Square,Short,A,A,B,C,C,D,2,17,fuhe,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,18,posi,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,19,qiso,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,20,yawe,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,21,diqo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,22,qova,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,23,riso,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,24,hiyu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,25,zedo,100,100,3
Purple,Square,Short,A,B,A,C,D,C,2,26,ceku,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,27,silu,100,100,1
Yellow,Octagon,Short,A,B,A,C,D,C,1,28,dehu,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,29,kaxo,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,30,fena,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,31,gezu,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,32,peci,100,100,3
Purple,Octagon,Large,A,B,A,C,D,C,3,33,nivu,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,34,zoxi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,35,hogo,100,100,2
Yellow,Square,Large,A,B,A,C,D,C,2,36,kedo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,37,tedu,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,38,peki,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,39,xona,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,40,kigo,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,41,wece,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,42,siru,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,43,teno,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,44,niqi,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,45,xuha,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,46,fozu,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,47,xove,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,48,zalu,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,49,qoqu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,50,dixu,100,100,0
Purple,Square,Short,A,A,B,C,C,D,2,51,ramo,100,100,0
Yellow,Octagon,Short,B,A,A,D,C,C,1,52,jujo,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,53,jime,100,100,2
Yellow,Octagon,Short,B,B,B,D,D,D,1,54,tuxu,100,100,0
Yellow,Square,Large,A,A,B,C,C,D,2,55,foma,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,56,juji,100,100,3
Purple,Octagon,Large,A,B,A,C,D,C,3,57,bevi,100,100,1
Yellow,Square,Large,B,B,B,D,D,D,2,58,sote,100,100,0
Yellow,Octagon,Short,A,A,B,C,C,D,1,59,muyu,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,60,rogu,100,100,3
Purple,Square,Short,A,B,A,C,D,C,2,61,jizu,100,100,2
Yellow,Square,Large,B,B,B,D,D,D,2,62,cipo,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,63,yiga,100,100,2
Yellow,Octagon,Short,B,A,A,D,C,C,1,64,zasi,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,65,niya,100,100,0
Purple,Octagon,Large,B,B,B,D,D,D,3,66,gowi,100,100,2
Purple,Square,Short,A,A,B,C,C,D,2,67,kalo,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,68,fage,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,69,keki,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,70,noxu,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,71,hiqo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,72,woxe,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,73,daca,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,74,yego,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,75,hebo,100,100,3
Purple,Square,Short,A,B,A,C,D,C,2,76,vubi,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,77,leje,100,100,1
Yellow,Octagon,Short,A,B,A,C,D,C,1,78,yuju,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,79,jiso,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,80,qiza,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,81,pesi,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,82,beqa,100,100,3
Purple,Octagon,Large,A,B,A,C,D,C,3,83,habe,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,84,kica,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,85,colo,100,100,2
Yellow,Square,Large,A,B,A,C,D,C,2,86,gavi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,87,zuta,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,88,deve,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,89,yotu,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,90,netu,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,91,vuwu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,92,nace,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,93,debu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,94,tiji,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,95,zena,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,96,ziyi,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,97,cowa,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,98,wotu,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,99,juro,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,100,qavo,100,100,0
