Color,Shape,Size,Pitch,Instrument,Tempo,Texture,Material,Consistency,FinalLevel,ObjectNumber,ObjectName,Points,Deadline,InterruptLevel
Yellow,Octagon,Short,A,A,B,C,C,D,1,1,nume,100,100,0
Yellow,Square,Large,B,A,A,D,C,C,2,2,zezo,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,3,cuqe,100,100,0
Purple,Octagon,Large,B,B,B,D,D,D,3,4,tori,100,100,2
Yellow,Octagon,Short,A,A,B,C,C,D,1,5,zebo,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,6,pira,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,7,saji,100,100,2
Purple,Octagon,Large,B,B,B,D,D,D,3,8,lomu,100,100,0
Yellow,Octagon,Short,A,A,B,C,C,D,1,9,labe,100,100,0
Purple,Square,Short,B,A,A,D,C,C,2,10,jopo,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,11,jule,100,100,0
Yellow,Octagon,Short,B,B,B,D,D,D,1,12,qelo,100,100,0
Yellow,Octagon,Short,A,A,B,C,C,D,1,13,raxi,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,14,cuxe,100,100,3
Purple,Octagon,Large,A,B,A,C,D,C,3,15,yopo,100,100,0
Yellow,Octagon,Short,B,B,B,D,D,D,1,16,jidu,100,100,1
Purple,Octagon,Large,A,A,B,C,C,D,3,17,wuco,100,100,0
Yellow,Octagon,Short,B,A,A,D,C,C,1,18,zolu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,19,cexe,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,20,kani,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,21,xahi,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,22,bozu,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,23,sako,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,24,gemo,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,25,keri,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,26,yofo,100,100,1
Purple,Square,Short,A,B,A,C,D,C,2,27,nade,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,28,jubi,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,29,qubi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,30,ceco,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,31,kehu,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,32,qiju,100,100,3
Purple,Octagon,Large,A,B,A,C,D,C,3,33,qage,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,34,koxo,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,35,degu,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,36,woru,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,37,woxu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,38,zako,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,39,qidu,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,40,taqa,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,41,mipi,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,42,nore,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,43,tajo,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,44,joqi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,45,pobu,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,46,dudi,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,47,ceja,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,48,fejo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,49,duco,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,50,fabi,100,100,0
Yellow,Octagon,Short,A,A,B,C,C,D,1,51,dayu,100,100,0
Yellow,Square,Large,B,A,A,D,C,C,2,52,jeja,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,53,nebi,100,100,0
Purple,Octagon,Large,B,B,B,D,D,D,3,54,mowu,100,100,2
Yellow,Octagon,Short,A,A,B,C,C,D,1,55,vese,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,56,xaha,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,57,xexo,100,100,2
Purple,Octagon,Large,B,B,B,D,D,D,3,58,bani,100,100,0
Yellow,Octagon,Short,A,A,B,C,C,D,1,59,vade,100,100,0
Purple,Square,Short,B,A,A,D,C,C,2,60,hine,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,61,neto,100,100,0
Yellow,Octagon,Short,B,B,B,D,D,D,1,62,nubo,100,100,0
Yellow,Octagon,Short,A,A,B,C,C,D,1,63,tiju,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,64,xiha,100,100,3
Purple,Octagon,Large,A,B,A,C,D,C,3,65,riru,100,100,0
Yellow,Octagon,Short,B,B,B,D,D,D,1,66,boja,100,100,1
Purple,Octagon,Large,A,A,B,C,C,D,3,67,fogi,100,100,0
Yellow,Octagon,Short,B,A,A,D,C,C,1,68,sowe,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,69,maro,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,70,wozo,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,71,yewi,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,72,gofi,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,73,luwe,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,74,miqi,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,75,fehi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,76,vevi,100,100,1
Purple,Square,Short,A,B,A,C,D,C,2,77,zanu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,78,haca,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,79,hoza,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,80,fohi,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,81,koso,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,82,fifa,100,100,3
Purple,Octagon,Large,A,B,A,C,D,C,3,83,doda,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,84,yeqa,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,85,papo,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,86,yumi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,87,qevo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,88,tolu,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,89,zenu,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,90,baso,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,91,cuqu,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,92,meke,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,93,seha,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,94,reta,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,95,yufo,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,96,puri,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,97,wuvi,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,98,sele,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,99,cifa,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,100,jezi,100,100,0
