Color,Shape,Size,Pitch,Instrument,Tempo,Texture,Material,Consistency,FinalLevel,ObjectNumber,ObjectName,Points,Deadline,InterruptLevel
Yellow,Square,Large,A,A,B,C,C,D,2,1,veso,100,100,1
Purple,Square,Short,B,A,A,D,C,C,2,2,loce,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,3,hono,100,100,0
Yellow,Square,Large,B,B,B,D,D,D,2,4,rama,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,5,yana,100,100,3
Yellow,Octagon,Short,B,A,A,D,C,C,1,6,nobe,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,7,miwo,100,100,0
Yellow,Octagon,Short,B,B,B,D,D,D,1,8,vecu,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,9,hijo,100,100,0
Purple,Square,Short,B,A,A,D,C,C,2,10,fidu,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,11,gewu,100,100,0
Purple,Octagon,Large,B,B,B,D,D,D,3,12,vowa,100,100,2
Yellow,Octagon,Short,A,A,B,C,C,D,1,13,xeve,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,14,roxu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,15,zeje,100,100,2
Purple,Octagon,Large,B,B,B,D,D,D,3,16,raye,100,100,0
Yellow,Octagon,Short,A,A,B,C,C,D,1,17,biji,100,100,1
Yellow,Octagon,Short,B,A,A,D,C,C,1,18,soko,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,19,gabu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,20,bala,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,21,qexo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,22,bulu,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,23,yifi,100,100,2
Purple,Square,Short,A,B,A,C,D,C,2,24,coqe,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,25,lino,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,26,novu,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,27,gaki,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,28,wemu,100,100,2
Yellow,Square,Large,A,B,A,C,D,C,2,29,zuba,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,30,zihi,100,100,3
Purple,Square,Short,A,B,A,C,D,C,2,31,qiji,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,32,xena,100,100,1
Yellow,Square,Large,A,B,A,C,D,C,2,33,jera,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,34,pova,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,35,juvu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,36,nuta,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,37,guno,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,38,dayo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,39,dogi,100,100,3
Purple,Octagon,Large,A,B,A,C,D,C,3,40,zocu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,41,lafo,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,42,wena,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,43,jibi,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,44,sexo,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,45,jaco,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,46,rixo,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,47,jiwe,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,48,qoti,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,49,wiqe,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,50,motu,100,100,0
Yellow,Square,Large,A,A,B,C,C,D,2,51,qoyu,100,100,1
Purple,Square,Short,B,A,A,D,C,C,2,52,yawo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,53,lesu,100,100,0
Yellow,Square,Large,B,B,B,D,D,D,2,54,kuda,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,55,puvi,100,100,3
Yellow,Octagon,Short,B,A,A,D,C,C,1,56,yuku,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,57,hico,100,100,0
Yellow,Octagon,Short,B,B,B,D,D,D,1,58,pomu,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,59,zebi,100,100,0
Purple,Square,Short,B,A,A,D,C,C,2,60,gozo,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,61,japo,100,100,0
Purple,Octagon,Large,B,B,B,D,D,D,3,62,mowi,100,100,2
Yellow,Octagon,Short,A,A,B,C,C,D,1,63,kuwu,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,64,mura,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,65,qake,100,100,2
Purple,Octagon,Large,B,B,B,D,D,D,3,66,mafe,100,100,0
Yellow,Octagon,Short,A,A,B,C,C,D,1,67,gehi,100,100,1
Yellow,Octagon,Short,B,A,A,D,C,C,1,68,tose,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,69,xuno,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,70,rebe,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,71,bipi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,72,yuzo,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,73,jiyo,100,100,2
Purple,Square,Short,A,B,A,C,D,C,2,74,giyu,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,75,toso,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,76,bozi,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,77,wihi,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,78,cufi,100,100,2
Yellow,Square,Large,A,B,A,C,D,C,2,79,buru,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,80,kace,100,100,3
Purple,Square,Short,A,B,A,C,D,C,2,81,saje,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,82,cope,100,100,1
Yellow,Square,Large,A,B,A,C,D,C,2,83,bivo,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,84,buho,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,85,rike,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,86,bili,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,87,koco,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,88,tinu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,89,loqi,100,100,3
Purple,Octagon,Large,A,B,A,C,D,C,3,90,ceni,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,91,susu,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,92,cuni,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,93,wavu,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,94,saro,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,95,toyu,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,96,yewe,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,97,huva,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,98,fida,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,99,dotu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,100,jaxu,100,100,0
