Color,Shape,Size,Pitch,Instrument,Tempo,Texture,Material,Consistency,FinalLevel,ObjectNumber,ObjectName,Points,Deadline,InterruptLevel
Yellow,Square,Large,A,A,B,C,C,D,2,1,vepo,100,100,0
Purple,Square,Short,B,A,A,D,C,C,2,2,woqa,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,3,roxi,100,100,3
Yellow,Octagon,Short,B,B,B,D,D,D,1,4,bita,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,5,bodu,100,100,0
Yellow,Octagon,Short,B,A,A,D,C,C,1,6,fepe,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,7,wate,100,100,2
Purple,Octagon,Large,B,B,B,D,D,D,3,8,xefi,100,100,0
Yellow,Octagon,Short,A,A,B,C,C,D,1,9,pidi,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,10,wura,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,11,cayi,100,100,2
Purple,Octagon,Large,B,B,B,D,D,D,3,12,xoke,100,100,0
Yellow,Square,Large,A,A,B,C,C,D,2,13,diga,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,14,kewo,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,15,yujo,100,100,0
Purple,Square,Short,B,B,B,D,D,D,2,16,zuni,100,100,1
Purple,Octagon,Large,A,A,B,C,C,D,3,17,waju,100,100,0
Yellow,Square,Large,B,A,A,D,C,C,2,18,siga,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,19,comi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,20,taqi,100,100,2
Yellow,Square,Large,A,B,A,C,D,C,2,21,dezi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,22,satu,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,23,gose,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,24,fice,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,25,niba,100,100,3
Purple,Octagon,Large,A,B,A,C,D,C,3,26,kabe,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,27,ralo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,28,xaga,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,29,toku,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,30,yuko,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,31,neki,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,32,daku,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,33,gulu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,34,vika,100,100,3
Purple,Octagon,Large,A,B,A,C,D,C,3,35,senu,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,36,qoyi,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,37,pufe,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,38,fera,100,100,2
Purple,Square,Short,A,B,A,C,D,C,2,39,cayo,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,40,gepi,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,41,deho,100,100,1
Yellow,Octagon,Short,A,B,A,C,D,C,1,42,ludu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,43,duya,100,100,3
Yellow,Square,Large,A,B,A,C,D,C,2,44,wubu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,45,galo,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,46,wice,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,47,tevu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,48,fiyo,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,49,jutu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,50,cate,100,100,0
Yellow,Square,Large,A,A,B,C,C,D,2,51,jozu,100,100,0
Purple,Square,Short,B,A,A,D,C,C,2,52,piro,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,53,buhi,100,100,3
Yellow,Octagon,Short,B,B,B,D,D,D,1,54,dopi,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,55,mocu,100,100,0
Yellow,Octagon,Short,B,A,A,D,C,C,1,56,zamo,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,57,lemu,100,100,2
Purple,Octagon,Large,B,B,B,D,D,D,3,58,qexa,100,100,0
Yellow,Octagon,Short,A,A,B,C,C,D,1,59,fati,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,60,cumu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,61,wode,100,100,2
Purple,Octagon,Large,B,B,B,D,D,D,3,62,fiwe,100,100,0
Yellow,Square,Large,A,A,B,C,C,D,2,63,sicu,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,64,gume,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,65,regu,100,100,0
Purple,Square,Short,B,B,B,D,D,D,2,66,coga,100,100,1
Purple,Octagon,Large,A,A,B,C,C,D,3,67,cewe,100,100,0
Yellow,Square,Large,B,A,A,D,C,C,2,68,voce,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,69,puwi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,70,soca,100,100,2
Yellow,Square,Large,A,B,A,C,D,C,2,71,latu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,72,nuxa,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,73,fayu,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,74,kuwo,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,75,kiqi,100,100,3
Purple,Octagon,Large,A,B,A,C,D,C,3,76,vona,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,77,naxe,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,78,lewe,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,79,futa,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,80,hito,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,81,wiru,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,82,laci,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,83,zulu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,84,nedo,100,100,3
Purple,Octagon,Large,A,B,A,C,D,C,3,85,waja,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,86,hiwu,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,87,toko,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,88,fito,100,100,2
Purple,Square,Short,A,B,A,C,D,C,2,89,gora,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,90,riqu,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,91,dubo,100,100,1
Yellow,Octagon,Short,A,B,A,C,D,C,1,92,kunu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,93,paru,100,100,3
Yellow,Square,Large,A,B,A,C,D,C,2,94,cazu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,95,veta,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,96,humo,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,97,kiji,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,98,sohu,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,99,cobi,100,100,0
