Color,Shape,Size,Pitch,Instrument,Tempo,Texture,Material,Consistency,FinalLevel,ObjectNumber,ObjectName,Points,Deadline,InterruptLevel
Yellow,Octagon,Short,A,A,B,C,C,D,1,1,goyo,100,100,0
Purple,Square,Short,B,A,A,D,C,C,2,2,sate,100,100,1
Purple,Square,Short,A,B,A,C,D,C,2,3,liju,100,100,0
Yellow,Octagon,Short,B,B,B,D,D,D,1,4,reqa,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,5,hike,100,100,2
Yellow,Square,Large,B,A,A,D,C,C,2,6,geni,100,100,1
Yellow,Square,Large,A,B,A,C,D,C,2,7,ruwu,100,100,0
Yellow,Octagon,Short,B,B,B,D,D,D,1,8,xege,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,9,kiko,100,100,0
Yellow,Square,Large,B,A,A,D,C,C,2,10,zede,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,11,bawi,100,100,3
Purple,Octagon,Large,B,B,B,D,D,D,3,12,wuku,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,13,suku,100,100,0
Yellow,Octagon,Short,B,A,A,D,C,C,1,14,nire,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,15,vuqo,100,100,0
Yellow,Octagon,Short,B,B,B,D,D,D,1,16,baxa,100,100,0
Purple,Square,Short,A,A,B,C,C,D,2,17,luza,100,100,2
Yellow,Octagon,Short,B,A,A,D,C,C,1,18,zepi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,19,faki,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,20,vixi,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,21,kegi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,22,yexe,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,23,buke,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,24,fiki,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,25,xezi,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,26,malu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,27,qeja,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,28,kofi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,29,jefa,100,100,3
Purple,Octagon,Large,A,B,A,C,D,C,3,30,moco,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,31,dixo,100,100,1
Yellow,Square,Large,A,B,A,C,D,C,2,32,toke,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,33,seke,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,34,rixe,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,35,zoxo,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,36,buxi,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,37,ziti,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,38,howu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,39,vode,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,40,ziha,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,41,duna,100,100,2
Yellow,Square,Large,A,B,A,C,D,C,2,42,jeyo,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,43,wije,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,44,yazo,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,45,xewa,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,46,xesi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,47,jigo,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,48,nula,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,49,gime,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,50,rima,100,100,0
Yellow,Octagon,Short,A,A,B,C,C,D,1,51,zefe,100,100,0
