Color,Shape,Size,Pitch,Instrument,Tempo,Texture,Material,Consistency,FinalLevel,ObjectNumber,ObjectName,Points,Deadline,InterruptLevel
Purple,Octagon,Large,A,A,B,C,C,D,3,1,veju,100,100,2
Yellow,Octagon,Short,B,A,A,D,C,C,1,2,fewe,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,3,miki,100,100,0
Purple,Square,Short,B,B,B,D,D,D,2,4,kebe,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,5,wiwu,100,100,0
Yellow,Square,Large,B,A,A,D,C,C,2,6,suya,100,100,2
Purple,Square,Short,A,B,A,C,D,C,2,7,jaqa,100,100,0
Yellow,Octagon,Short,B,B,B,D,D,D,1,8,jado,100,100,0
Purple,Square,Short,A,A,B,C,C,D,2,9,yafo,100,100,1
Yellow,Octagon,Short,B,A,A,D,C,C,1,10,yufu,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,11,hobe,100,100,0
Purple,Octagon,Large,B,B,B,D,D,D,3,12,qase,100,100,3
Yellow,Octagon,Short,A,A,B,C,C,D,1,13,rayu,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,14,yeju,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,15,yajo,100,100,0
Purple,Square,Short,B,B,B,D,D,D,2,16,joxu,100,100,0
Yellow,Square,Large,A,A,B,C,C,D,2,17,buqo,100,100,0
Yellow,Octagon,Short,B,A,A,D,C,C,1,18,reka,100,100,1
Yellow,Octagon,Short,A,B,A,C,D,C,1,19,yara,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,20,sogi,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,21,sivo,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,22,govi,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,23,mafa,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,24,soji,100,100,3
Purple,Square,Short,A,B,A,C,D,C,2,25,wibi,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,26,qico,100,100,2
Yellow,Square,Large,A,B,A,C,D,C,2,27,deji,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,28,yini,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,29,defe,100,100,3
