Color,Shape,Size,Pitch,Instrument,Tempo,Texture,Material,Consistency,FinalLevel,ObjectNumber,ObjectName,Points,Deadline,InterruptLevel
Yellow,Square,Large,A,A,B,C,C,D,2,1,patu,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,2,kiqa,100,100,3
Yellow,Square,Large,A,B,A,C,D,C,2,3,fiso,100,100,0
Purple,Octagon,Large,B,B,B,D,D,D,3,4,pamu,100,100,1
Yellow,Octagon,Short,A,A,B,C,C,D,1,5,dewe,100,100,0
Purple,Square,Short,B,A,A,D,C,C,2,6,lafa,100,100,2
Purple,Square,Short,A,B,A,C,D,C,2,7,cohi,100,100,0
Yellow,Square,Large,B,B,B,D,D,D,2,8,zavu,100,100,0
Yellow,Octagon,Short,A,A,B,C,C,D,1,9,rewu,100,100,1
Purple,Octagon,Large,B,A,A,D,C,C,3,10,xoco,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,11,beke,100,100,0
Purple,Octagon,Large,B,B,B,D,D,D,3,12,naqe,100,100,2
Yellow,Square,Large,A,A,B,C,C,D,2,13,gobu,100,100,0
Purple,Square,Short,B,A,A,D,C,C,2,14,ceyi,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,15,jaje,100,100,0
Yellow,Octagon,Short,B,B,B,D,D,D,1,16,hiki,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,17,qaro,100,100,0
Yellow,Square,Large,B,A,A,D,C,C,2,18,joku,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,19,zize,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,20,supu,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,21,kupi,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,22,jiva,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,23,vimo,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,24,nifo,100,100,2
Yellow,Square,Large,A,B,A,C,D,C,2,25,dumu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,26,wuvo,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,27,yete,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,28,zemu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,29,pofu,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,30,nozi,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,31,conu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,32,yiwa,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,33,neje,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,34,vari,100,100,1
Purple,Square,Short,A,B,A,C,D,C,2,35,lene,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,36,cixi,100,100,2
Yellow,Square,Large,A,B,A,C,D,C,2,37,boje,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,38,tuno,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,39,joco,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,40,qati,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,41,woki,100,100,3
Purple,Square,Short,A,B,A,C,D,C,2,42,tuha,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,43,gupi,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,44,lena,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,45,saqu,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,46,kiga,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,47,leve,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,48,qaru,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,49,quci,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,50,luwa,100,100,0
Yellow,Square,Large,A,A,B,C,C,D,2,51,daci,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,52,pafa,100,100,3
Yellow,Square,Large,A,B,A,C,D,C,2,53,fevu,100,100,0
Purple,Octagon,Large,B,B,B,D,D,D,3,54,mabu,100,100,1
Yellow,Octagon,Short,A,A,B,C,C,D,1,55,kepa,100,100,0
Purple,Square,Short,B,A,A,D,C,C,2,56,faqo,100,100,2
Purple,Square,Short,A,B,A,C,D,C,2,57,dije,100,100,0
Yellow,Square,Large,B,B,B,D,D,D,2,58,joyo,100,100,0
Yellow,Octagon,Short,A,A,B,C,C,D,1,59,nije,100,100,1
Purple,Octagon,Large,B,A,A,D,C,C,3,60,buje,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,61,boru,100,100,0
