Color,Shape,Size,Pitch,Instrument,Tempo,Texture,Material,Consistency,FinalLevel,ObjectNumber,ObjectName,Points,Deadline,InterruptLevel
Yellow,Octagon,Short,A,A,B,C,C,D,1,1,yago,100,100,0
Yellow,Square,Large,B,A,A,D,C,C,2,2,kapo,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,3,doka,100,100,3
Purple,Square,Short,B,B,B,D,D,D,2,4,wome,100,100,0
Purple,Square,Short,A,A,B,C,C,D,2,5,riju,100,100,2
Purple,Square,Short,B,A,A,D,C,C,2,6,kete,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,7,yomu,100,100,0
Yellow,Octagon,Short,B,B,B,D,D,D,1,8,yivu,100,100,0
Yellow,Octagon,Short,A,A,B,C,C,D,1,9,riba,100,100,1
Yellow,Square,Large,B,A,A,D,C,C,2,10,wopo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,11,cofo,100,100,2
Purple,Octagon,Large,B,B,B,D,D,D,3,12,dopu,100,100,3
Yellow,Square,Large,A,A,B,C,C,D,2,13,wigi,100,100,0
Yellow,Octagon,Short,B,A,A,D,C,C,1,14,teku,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,15,poha,100,100,2
Yellow,Octagon,Short,B,B,B,D,D,D,1,16,yuke,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,17,saki,100,100,0
Purple,Square,Short,B,A,A,D,C,C,2,18,luri,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,19,yadu,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,20,lubo,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,21,jupa,100,100,1
Purple,Square,Short,A,B,A,C,D,C,2,22,lewo,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,23,duhe,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,24,huko,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,25,zuqi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,26,quqi,100,100,3
Purple,Square,Short,A,B,A,C,D,C,2,27,qiko,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,28,topi,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,29,tubu,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,30,xoma,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,31,kuje,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,32,liha,100,100,1
Purple,Square,Short,A,B,A,C,D,C,2,33,miqa,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,34,wuro,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,35,fisa,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,36,dibi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,37,wosa,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,38,meci,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,39,guso,100,100,3
Yellow,Square,Large,A,B,A,C,D,C,2,40,seku,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,41,saye,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,42,buti,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,43,mopi,100,100,1
Yellow,Octagon,Short,A,B,A,C,D,C,1,44,qeyu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,45,zoso,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,46,buna,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,47,pevu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,48,lodo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,49,guwi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,50,sobe,100,100,0
Yellow,Octagon,Short,A,A,B,C,C,D,1,51,cice,100,100,0
Yellow,Square,Large,B,A,A,D,C,C,2,52,dere,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,53,zupu,100,100,3
Purple,Square,Short,B,B,B,D,D,D,2,54,hufe,100,100,0
Purple,Square,Short,A,A,B,C,C,D,2,55,xepa,100,100,2
Purple,Square,Short,B,A,A,D,C,C,2,56,zuze,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,57,qexi,100,100,0
Yellow,Octagon,Short,B,B,B,D,D,D,1,58,nixa,100,100,0
Yellow,Octagon,Short,A,A,B,C,C,D,1,59,juqe,100,100,1
